n = 500
1)	439	216
2)	150	406
3)	254	247
4)	239	253
5)	251	245
6)	235	268
7)	137	123
8)	230	248
9)	420	359
10)	288	272
11)	164	377
12)	348	391
13)	243	247
14)	433	81
15)	468	161
16)	31	74
17)	262	257
18)	258	246
19)	347	469
20)	274	226
21)	268	253
22)	246	265
23)	267	253
24)	491	333
25)	270	25
26)	428	173
27)	43	240
28)	271	435
29)	349	451
30)	51	266
31)	264	271
32)	444	28
33)	154	345
34)	153	379
35)	261	229
36)	206	374
37)	52	420
38)	119	49
39)	238	248
40)	247	229
41)	255	236
42)	266	275
43)	250	255
44)	336	184
45)	470	167
46)	348	459
47)	263	247
48)	184	496
49)	110	139
50)	4	163
51)	5	415
52)	104	420
53)	420	312
54)	61	261
55)	258	267
56)	103	321
57)	244	236
58)	377	141
59)	167	189
60)	442	161
61)	243	256
62)	383	287
63)	132	414
64)	240	274
65)	496	21
66)	232	232
67)	162	279
68)	256	117
69)	390	190
70)	175	87
71)	92	213
72)	243	245
73)	203	297
74)	47	481
75)	381	108
76)	259	255
77)	165	296
78)	253	260
79)	217	244
80)	240	250
81)	235	243
82)	260	305
83)	252	250
84)	252	244
85)	136	201
86)	287	400
87)	373	198
88)	134	233
89)	246	243
90)	263	253
91)	261	258
92)	233	248
93)	254	224
94)	239	77
95)	25	172
96)	55	471
97)	471	130
98)	250	247
99)	165	211
100)	16	398
101)	113	430
102)	336	71
103)	77	148
104)	428	208
105)	268	235
106)	1	183
107)	242	251
108)	256	229
109)	424	347
110)	403	455
111)	199	424
112)	126	4
113)	34	442
114)	357	45
115)	349	174
116)	471	340
117)	236	254
118)	269	241
119)	140	388
120)	229	350
121)	232	165
122)	157	220
123)	235	233
124)	279	421
125)	142	73
126)	432	311
127)	302	270
128)	460	449
129)	247	253
130)	409	443
131)	241	248
132)	64	385
133)	263	295
134)	388	42
135)	236	140
136)	76	182
137)	45	2
138)	363	225
139)	350	95
140)	255	251
141)	268	424
142)	235	262
143)	309	235
144)	255	472
145)	67	118
146)	268	246
147)	226	266
148)	184	210
149)	433	247
150)	257	268
151)	366	5
152)	246	258
153)	62	116
154)	415	495
155)	52	450
156)	268	186
157)	252	248
158)	349	441
159)	248	247
160)	262	488
161)	259	232
162)	203	393
163)	372	78
164)	243	254
