n = 2018
1)	949	1712
2)	1005	1011
3)	688	493
4)	1740	743
5)	1624	529
6)	435	170
7)	1027	1014
8)	840	1557
9)	1012	997
10)	992	984
11)	409	15
12)	1355	1446
13)	1130	1138
14)	1012	974
15)	1731	644
16)	128	1166
17)	1899	1188
18)	1020	1029
19)	962	223
20)	1028	977
21)	401	750
22)	981	940
23)	1897	1713
24)	340	810
25)	1037	1044
26)	1830	432
27)	963	977
28)	1034	1025
29)	1004	1011
30)	779	742
31)	1033	1011
32)	670	122
33)	133	1174
34)	975	1056
35)	1002	1030
36)	774	1961
37)	1004	1055
38)	891	111
39)	1266	1939
40)	871	1219
41)	1013	1012
42)	681	386
43)	1331	1660
44)	810	1615
45)	1896	1868
46)	1007	977
47)	78	1427
48)	1019	1615
49)	1013	1019
50)	1005	1069
51)	2005	301
52)	1364	226
53)	18	346
54)	991	1029
55)	1214	513
56)	689	205
57)	115	543
58)	1170	1843
59)	681	574
60)	391	1838
61)	1782	320
62)	1333	1294
63)	1733	1990
64)	346	693
65)	40	956
66)	1010	1004
67)	994	1015
68)	1361	803
69)	283	1677
70)	634	656
71)	1412	666
72)	128	605
73)	1035	1041
74)	1116	1113
75)	730	1521
76)	1753	893
77)	1039	966
78)	1413	1582
79)	1222	1167
80)	1674	1132
81)	1234	66
82)	559	634
83)	1690	1717
84)	1369	614
85)	1161	1374
86)	117	1991
87)	764	1525
88)	1045	1021
89)	919	686
90)	1969	796
91)	1394	767
92)	473	455
93)	1566	1384
94)	15	1234
95)	1022	1011
96)	502	1447
97)	1643	899
98)	580	736
99)	960	1041
100)	78	1360
101)	1988	1434
102)	979	1009
103)	1235	1328
104)	1613	1960
105)	164	1028
106)	1056	728
107)	959	1048
108)	59	933
109)	1196	677
110)	326	184
111)	1774	1059
112)	1025	1001
113)	1153	177
114)	993	1007
115)	74	628
116)	1334	1715
117)	988	975
118)	1372	1229
119)	1038	1853
120)	1003	998
121)	1286	1534
122)	1023	1028
123)	1877	860
124)	1017	989
125)	1768	1910
126)	1010	965
127)	211	1852
128)	1012	998
129)	990	1019
130)	1012	1036
131)	1140	1483
132)	184	436
133)	989	976
134)	1402	1868
135)	504	1125
136)	946	1046
137)	1448	1378
138)	1291	105
139)	708	1697
140)	387	933
141)	1948	1028
142)	1035	946
143)	987	1045
144)	1238	1861
145)	893	1259
146)	1252	767
147)	327	1194
148)	656	673
149)	360	1792
150)	471	1278
151)	1022	992
152)	1973	1988
153)	1092	1491
154)	344	1481
155)	512	350
156)	413	1958
157)	1114	102
158)	1027	1018
159)	388	149
160)	938	930
161)	1009	998
162)	262	1639
163)	1041	1004
164)	1930	638
165)	1906	256
166)	1035	1017
167)	1042	1013
168)	1001	997
169)	52	767
170)	1447	827
171)	1372	907
172)	1454	1176
173)	1651	748
