n = 100
1)	11	69
2)	51	54
3)	55	44
4)	50	1
5)	15	97
6)	57	48
7)	73	78
8)	52	52
9)	51	44
10)	59	51
11)	55	52
12)	86	93
13)	77	34
14)	49	47
15)	78	75
16)	89	12
17)	53	46
18)	1	42
19)	91	77
20)	67	28
21)	94	3
22)	54	57
23)	9	76
24)	46	44
25)	12	3
26)	52	44
27)	59	35
28)	54	7
29)	3	91
30)	13	53
31)	51	40
32)	49	46
33)	22	73
34)	89	35
35)	17	2
36)	72	2
37)	14	33
38)	45	45
39)	54	52
40)	51	73
41)	67	56
42)	11	33
43)	55	50
44)	43	31
45)	78	38
46)	5	33
47)	75	21
48)	83	97
49)	53	59
50)	26	11
51)	43	2
52)	90	79
53)	61	39
54)	37	59
55)	55	71
56)	83	66
57)	53	52
58)	73	6
59)	52	47
60)	49	63
61)	80	55
62)	46	58
63)	5	5
64)	92	42
65)	44	44
66)	61	77
67)	50	55
68)	51	50
69)	49	41
70)	76	97
71)	53	40
72)	55	47
73)	47	54
74)	18	78
75)	53	42
76)	59	30
77)	44	43
78)	63	55
79)	19	52
80)	24	93
81)	53	55
82)	93	99
83)	44	50
84)	50	47
85)	80	68
86)	52	54
87)	57	51
88)	30	32
89)	98	28
90)	26	23
91)	74	65
92)	38	24
93)	48	52
94)	37	86
95)	61	58
96)	55	46
97)	14	0
98)	49	56
99)	50	63
100)	4	83
