n = 250
1)	131	130
2)	187	137
3)	231	199
4)	114	112
5)	85	128
6)	30	226
7)	73	78
8)	134	139
9)	244	175
10)	134	127
11)	221	72
12)	200	86
13)	6	190
14)	16	242
15)	129	114
16)	43	11
17)	64	210
18)	122	127
19)	117	133
20)	119	129
21)	102	245
22)	111	112
23)	135	68
24)	160	69
25)	80	144
26)	69	46
27)	66	109
28)	128	121
29)	204	79
30)	138	123
31)	199	210
32)	239	130
33)	121	131
34)	118	133
35)	117	122
36)	205	180
37)	123	128
38)	119	132
39)	130	121
40)	122	137
41)	43	14
42)	5	236
43)	218	7
44)	58	29
45)	203	155
46)	112	134
47)	189	59
48)	68	177
49)	125	130
50)	116	37
51)	196	102
52)	185	63
53)	51	137
54)	15	76
55)	103	234
56)	15	169
57)	36	218
58)	223	162
59)	132	120
60)	110	121
61)	130	125
62)	110	114
63)	161	171
64)	185	67
65)	10	132
66)	211	140
67)	24	128
68)	190	62
69)	128	124
70)	132	122
71)	243	159
72)	122	131
73)	86	163
74)	133	120
75)	136	236
76)	33	147
77)	121	126
78)	17	4
79)	187	105
80)	1	92
81)	193	127
82)	247	163
83)	113	120
84)	129	138
85)	119	110
86)	161	128
87)	118	129
88)	134	140
89)	30	241
90)	88	146
91)	198	198
92)	39	3
93)	37	51
94)	37	130
95)	228	0
96)	169	44
97)	34	37
98)	56	65
99)	102	206
100)	165	247
101)	174	54
102)	139	53
103)	75	0
104)	110	127
105)	233	3
106)	125	138
107)	130	118
108)	68	52
109)	9	112
110)	221	85
111)	136	108
112)	123	118
113)	109	233
114)	191	61
115)	176	185
116)	112	119
117)	115	122
118)	129	119
119)	50	222
120)	136	122
121)	18	240
122)	195	19
123)	16	196
124)	196	156
125)	59	78
126)	109	158
127)	124	127
128)	120	134
129)	209	110
130)	94	239
131)	90	184
132)	224	154
133)	128	117
134)	242	10
135)	61	12
136)	110	133
137)	118	234
138)	124	58
139)	212	126
140)	9	121
141)	129	127
142)	118	124
143)	180	194
144)	113	135
145)	157	177
146)	126	133
147)	167	122
148)	63	72
149)	147	117
150)	133	115
151)	188	106
152)	147	187
153)	125	125
154)	105	141
155)	129	137
156)	114	141
157)	126	129
158)	112	230
159)	110	147
160)	204	132
161)	53	126
162)	120	132
163)	132	134
164)	116	120
165)	129	124
166)	51	29
167)	128	119
168)	149	37
169)	217	34
170)	135	117
171)	190	85
172)	204	180
173)	210	187
174)	36	118
175)	62	196
176)	140	80
177)	34	181
178)	128	141
179)	34	57
180)	153	3
181)	82	110
182)	40	117
183)	195	148
184)	112	200
185)	21	39
186)	53	146
187)	111	121
188)	94	21
189)	193	137
190)	149	223
191)	125	116
192)	124	133
193)	124	126
194)	221	43
195)	125	133
196)	97	220
197)	148	22
198)	128	115
199)	103	123
200)	117	112
201)	167	192
202)	89	180
203)	198	47
204)	222	68
205)	64	79
206)	140	135
207)	191	172
208)	107	14
209)	185	202
210)	113	101
211)	32	153
212)	121	130
213)	121	156
214)	127	115
215)	124	241
216)	119	0
217)	127	125
218)	246	194
219)	42	8
220)	130	247
221)	48	86
222)	34	128
223)	227	73
224)	41	99
225)	126	132
226)	126	120
227)	117	34
228)	107	127
229)	90	114
230)	231	156
231)	125	128
232)	234	52
233)	248	39
234)	78	30
235)	205	38
236)	131	119
237)	92	9
238)	169	40
239)	192	129
240)	113	126
241)	46	128
242)	121	129
243)	126	137
244)	122	246
245)	234	120
246)	98	34
247)	88	211
248)	144	162
249)	168	41
250)	34	5
